Arap2	17.76279
Ifngr1	17.56356
Wdr36	17.250765
Ptpn18	16.903103
Gramd3	16.712837
Phykpl	16.644102
Mogs	16.51958
Tbxa2r	16.494678
Ercc4	16.47575
Tmem203	16.45782
Gpbp1l1	16.378128
Nudt2	16.343262
Rrp12	16.214756
Dennd4a	16.196825
Slc39a11	16.19085
Mrps2	16.160963
Slc12a4	16.156979
Gpr160	16.14104
Slc25a1	16.111156
Camk2n1	16.084259
Arv1	16.069815
Cables1	16.054375
Pea15a	16.049393
Fance	16.038437
Pick1	16.02947
Gnptab	15.996597
Exosc5	15.968704
Klra8	15.968704
Ipo11	15.948781
Hsdl2	15.944797
Gab3	15.9438
Zfp128	15.940812
Vps8	15.93882
Gpr180	15.937823
Msh3	15.915908
Prkar2a	15.909931
Hdac10	15.902958
Rtca	15.89698
Rab6b	15.894989
Tbc1d25	15.893992
Gm10501	15.859127
Alkbh2	15.851157
Slc35b4	15.846176
Gga3	15.838207
Gm15445	15.829741
Prorp	15.815296
1810009A15Rik	15.811311
Mlh3	15.80633
Gpr176	15.805334
Ric1	15.804338
Sult2b1	15.802345
Adamts14	15.787403
Prkaa1	15.777441
Ctxn1	15.776445
Ncoa4	15.774453
Atpsckmt	15.773457
Mrrf	15.765488
Sh2d2a	15.761503
Sgsm2	15.755526
Thap7	15.745564
Gatb	15.744568
Meis3	15.742576
Rpap3	15.731618
Fastkd2	15.729128
Lcmt2	15.72863
Gm50228	15.726637
Chic1	15.723648
Gm35065	15.702729
Klhl28	15.696753
Fbxo46	15.687787
Zscan12	15.686293
Akap8l	15.68181
9830144P21Rik	15.679817
Kdm4c	15.675833
Oser1	15.674837
1700056N10Rik	15.662883
Mettl22	15.662883
Mfsd3	15.64296
Wdr5b	15.641964
4930412M03Rik	15.641964
C030034I22Rik	15.639971
Mr1	15.637979
Slc29a2	15.637481
Ksr2	15.634991
Zfp652	15.632002
Serpinb12	15.629013
Cyp2r1	15.624033
Spaca6	15.62204
Dcp2	15.62204
Ano10	15.616063
Polr1e	15.60909
Zfhx2	15.603113
Gm11707	15.602118
Tango6	15.587673
Dpm1	15.586178
Lpcat4	15.582193
Zcchc2	15.580202
Tm2d3	15.579205
Dthd1	15.57522
Gm12359	15.574722
Emc1	15.572232
Gm3839	15.569243
Wdr25	15.564262
Ifit1bl2	15.560278
Trav14d-3-dv8	15.558286
Ntf5	15.558286
Arid3b	15.557289
Per2	15.555298
E430002N23Rik	15.555298
Xpo7	15.552309
Gm7160	15.551313
Trbv2	15.551313
Cyp2d22	15.550316
H6pd	15.547328
Gm9887	15.547328
Serpinb9	15.543344
Frat1	15.539358
Hbs1l	15.539358
Rab11fip3	15.535374
Bcas1	15.531389
4930558J22Rik	15.531389
Zbtb4	15.5284
4833417C18Rik	15.5204315
Mettl3	15.518439
6330408M09Rik	15.51296
Gm16132	15.512463
9930104L06Rik	15.511466
Notch4	15.510469
Zfp606	15.50798
Uggt1	15.506485
Vamp7	15.504494
Ar	15.504494
Cbfa2t2	15.502501
Drc1	15.501505
Gm45890	15.49752
Coq10a	15.496524
2310058D17Rik	15.495029
A730017L22Rik	15.493536
Aco1	15.492538
Gabarapl2	15.491543
Pcmtd2	15.489551
Gm12981	15.487061
Gm12089	15.486563
Gabarapl1	15.486563
Etfbkmt	15.485566
Lef1os1	15.48457
Atp6v1h	15.482577
Lonp1	15.480585
4931406C07Rik	15.480585
Gm30122	15.470623
Gm5106	15.470125
Txnl4b	15.465643
Coa5	15.465643
Nol9	15.464647
Hist1h4a	15.460662
Gm33424	15.459665
Snai3	15.459665
Stimate	15.459665
Gm15471	15.457674
Acad12	15.457674
Sord	15.451696
Unc13b	15.451696
Fkbpl	15.447214
Zfp637	15.444723
Hgfac	15.4437275
Gstt1	15.4412365
Ptrh1	15.440739
Sfxn4	15.439743
Wdr24	15.439743
A430088P11Rik	15.439245
Cma1	15.435759
Siglecf	15.431275
Kpna1	15.429781
Pla2g4f	15.428287
Apool	15.4257965
Gclc	15.424801
Slc35d3	15.420815
Eif4g3	15.418823
Cabcoco1	15.416831
9130019O22Rik	15.415834
Rock2	15.415834
Gm16069	15.415337
2310002F09Rik	15.413842
Tbck	15.413842
AI854703	15.412846
Abcg2	15.41185
Fan1	15.409359
Zbtb5	15.408861
B230118H07Rik	15.408861
Prmt2	15.408861
Rhbdl3	15.407866
Kcnc1	15.40687
Kbtbd11	15.40687
Vipas39	15.404877
Ikbkg	15.404877
Slc10a3	15.404877
Cuedc1	15.403881
Gm20300	15.403881
Klra9	15.400892
Zfp428	15.399897
Pccb	15.3989
Zfp639	15.397903
4933439C10Rik	15.397406
3110009E18Rik	15.394915
Gm10734	15.39093
Pde6a	15.387942
Slc46a3	15.381966
Gm49797	15.38047
Gm49004	15.379972
Ccl5	15.379972
Zfp974	15.373996
Gm16349	15.372999
Fiz1	15.370011
1810055G02Rik	15.369015
Gm31763	15.369015
Man2c1	15.369015
Nhej1	15.368019
Ttc27	15.364035
Star	15.364035
Gm17638	15.361544
Hs1bp3	15.359054
Armcx6	15.358057
Gm26620	15.358057
Ttc14	15.356065
Trav3-4	15.356065
Gm2449	15.354073
Erlin2	15.35208
Adpgk	15.351084
Gpc1	15.351084
Gm10190	15.350088
Inca1	15.3490925
Mief2	15.3490925
Ccnyl1	15.3490925
Abhd6	15.3466015
Nln	15.346104
Kit	15.3441105
Yif1a	15.3441105
AI837181	15.343115
Ank3	15.343115
Camkmt	15.342119
Mex3c	15.341123
Gm47644	15.340126
Gm4673	15.340126
Krtcap3	15.33913
Fbxl4	15.338135
Mrm2	15.337138
Npdc1	15.333153
Zfp784	15.332157
Gm32036	15.329168
Gm16731	15.325184
Wdr54	15.325184
Gm4924	15.324188
Elmo3	15.322195
Mks1	15.320204
Zfp579	15.318211
Tram2	15.315222
Klhl4	15.311237
H3f3b	15.310242
Osbpl1a	15.309246
Atpaf1	15.309246
Gm15446	15.308249
Gm10320	15.305261
Tsta3	15.302273
Slc30a3	15.299284
Abcc4	15.298288
Trav15-1-dv6-1	15.297291
BC065397	15.297291
Gm20496	15.294802
Asb5	15.294303
Zfpm2	15.294303
Akt1s1	15.292311
Csprs	15.291315
D730003K21Rik	15.2903185
Tspan9	15.289322
Ovol2	15.288824
St5	15.288326
Tigar	15.28733
Dll1	15.286333
Gm43260	15.286333
Smc2os	15.286333
Tpbg	15.285337
Btbd16	15.285337
Gm13684	15.284342
0610038B21Rik	15.284342
Plppr2	15.284342
Gtf2ird2	15.283844
D930019O06Rik	15.283345
Arl4aos	15.283345
Igkv12-46	15.283345
Gm33838	15.283345
Cc2d2a	15.282349
Ctnnd2	15.282349
Pomgnt2	15.282349
Gm4189	15.282349
Phospho1	15.281353
Slc9a3r2	15.281353
Cxadr	15.281353
Rab17	15.280357
Gm41821	15.280357
Tcp11	15.279859
Gm43464	15.279361
Pifo	15.278364
Oprm1	15.277369
Gm28557	15.277369
Sh3rf1	15.277369
Padi1	15.277369
Tmem132d	15.277369
Zfp672	15.276372
Tns2	15.276372
Gm5468	15.276372
Gm10433	15.276372
Gramd1c	15.276372
Tmie	15.276372
Tctn2	15.275375
Tnnt2	15.275375
Ermp1	15.27438
Gm50209	15.27438
Cilp2	15.27438
Rab42	15.27438
Gm43303	15.273384
4930426I24Rik	15.2723875
Gm12743	15.2723875
Gm31513	15.2723875
Tnfsf15	15.2723875
Cadps2	15.2723875
Gm12256	15.271391
Snai2	15.271391
Gm42742	15.270395
Sox6	15.270395
Gm16146	15.270395
Zfp472	15.270395
Igkv6-23	15.270395
Ifnb1	15.270395
Gm20655	15.270395
Tcp11x2	15.2694
Trgj2	15.2694
Hsbp1l1	15.2694
D430040D24Rik	15.268901
Nudt12	15.268402
Igkv3-12	15.268402
Rgs13	15.268402
Kcnk1	15.268402
Serac1	15.268402
Gm47061	15.268402
Rarb	15.267406
Gm49719	15.267406
Mmp7	15.266411
Ighv1-26	15.266411
2610316D01Rik	15.266411
Metap1d	15.266411
Scn3b	15.266411
Fam222a	15.264418
Stau2	15.264418
Cmtm8	15.264418
Gpr171	15.264418
Gm44204	15.263422
Gm14168	15.263422
Ccdc120	15.263422
Alg12	15.263422
Chsy3	15.263422
Gm43650	15.262426
Miat	15.262426
Ccdc157	15.26143
Gm43113	15.26143
Gm6133	15.26143
Abhd18	15.260433
Shisa4	15.260433
Cwf19l2	15.260433
Phf3	15.259438
BC049762	15.259438
Adgrl4	15.259438
Cldn20	15.259438
Lrrn4	15.258441
Dmap1	15.258441
Gm41392.1	15.258441
B3galt1	15.258441
Pkd2l2	15.258441
Rasal2	15.258441
1700025N23Rik	15.257444
Fut10	15.257444
Cspg5	15.257444
Acat3	15.257444
Nudt6	15.256449
Gm11683	15.256449
Gm10614	15.256449
Igkv9-120	15.255453
Col9a3	15.255453
Gm40155	15.255453
Gm43661	15.255453
BC051142	15.2544565
Ddx25	15.2544565
Scn5a	15.2544565
Cspg4	15.2544565
Osbpl6	15.25346
Olfml2b	15.25346
Fam83e	15.25346
1700022I11Rik	15.25346
Lrig3	15.25346
Cdyl2	15.252464
BC016579	15.252464
Mdc1	15.252464
Cyp8b1	15.252464
Cgref1	15.251469
Zfp236	15.251469
Il23a	15.250472
Gm46440	15.250472
Zfp108	15.250472
Ighv5-17	15.250472
Dock6	15.250472
Gm43221	15.2494755
Gm9958	15.248978
Rerg	15.24848
Mgll	15.24848
Gm12207	15.24848
Cldn12	15.24848
Tgfbr3l	15.24848
Cthrc1	15.247483
Psd2	15.247483
Rnf208	15.247483
Irs1	15.247483
P3h2	15.246487
Art4	15.246487
Gm44702	15.246487
Kcnd1	15.246487
Gm19590	15.246487
Clcn2	15.245989
Hist1h4f	15.245491
Ahrr	15.245491
Aldh1a2	15.245491
Prkn	15.245491
Impg2	15.244495
Gm45495	15.244495
Cnnm2	15.244495
Gm47794	15.244495
F630040K05Rik	15.243499
Cacna1g	15.243499
9230104M06Rik	15.243499
Crppa	15.243499
Nr6a1os	15.243499
Gm43623	15.243499
1700109H08Rik	15.243499
2310047D07Rik	15.242502
Rhobtb3	15.242502
Xkrx	15.242502
Spred2	15.242502
Rbm11	15.242502
Tbl1x	15.240511
Apold1	15.240511
Ecpas	15.240511
Tcaf1	15.240511
Acot6	15.240012
Shc4	15.239513
Mroh8	15.239513
Nap1l2	15.239513
Platr29	15.239513
Mroh2a	15.239513
4930470G03Rik	15.239513
Phlpp2	15.238518
Gm13470	15.238518
Zfp618	15.237522
Ppp1r1a	15.237522
Grin2d	15.236526
Trav15d-1-dv6d-1	15.236526
Gm13203	15.236526
Zfp449	15.235529
Gm11696	15.235529
Hr	15.235529
Gm48653	15.235529
Zfp946	15.234533
Cacna1a	15.234533
Armcx1	15.234533
Iqcg	15.233538
Nudt8	15.233538
Tbx20	15.233538
Gm19391	15.233538
Mrgprb2	15.233538
Gm12728	15.232541
1810019N24Rik	15.232541
Shcbp1l	15.232541
4930592I03Rik	15.232541
